timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,MAG_0,MAG_1,MAG_2,label,stroke_count
0,-9.001010134114496,0.8073136739183716,1.6118866603164443,-1.1826027087531257,-0.3211848608025361,-1.7113880017588254,12.980912392775561,-6.950531595069531,-14.56300749689284,0,0.0
33333333,-9.268258903660977,-0.4503215570250295,1.436534210614968,-1.252086606889471,0.130967515047071,-0.9917881268726211,14.649047636012686,-5.3237285311384825,-12.646708474193737,0,0.0
66666666,-9.445388560610674,-0.010619844291864466,3.0078711958064455,-1.3395043128813326,0.2495777967669409,-1.4326684073802411,15.27112499017055,-6.678689564320079,-13.322488112661238,0,0.0
100000000,-10.121340762993801,1.6553713580211535,1.4302789254895278,-0.9476802914107848,0.6580155021506985,-2.2367507065173875,13.172012449534465,-3.994327117250209,-15.777902891686272,0,0.0
133333333,-7.390969280862285,0.8655487709444016,0.9355440009920986,-1.1693623650016878,0.5690525027923306,-1.719642073390748,12.969794613227682,-5.174751128878944,-11.873444765682818,0,0.0
166666666,-10.31781175839962,-0.849364132116034,1.604077696691163,-0.8161334833637841,0.3248975928708769,-1.4254180509908352,13.750324729664353,-9.264625864704229,-18.00881966686348,0,0.0
200000000,-9.5488227763398,0.5469177364091817,1.4631414414515445,-0.7679973679726458,0.6562592154709537,-1.5380766250991393,10.503554952128672,-2.4918841042661746,-12.606829427449476,0,0.0
233333333,-8.0147602229082,0.1140213911337773,0.8438685022741809,-0.15577480900070162,0.16134790172147911,-2.0425782334419362,14.204997821058072,-8.541536478984195,-15.691772506068311,0,0.0
266666666,-11.627455053426957,1.22521046505149,1.029201725256632,-1.5360498463580272,0.5685826156174546,-0.9795149076009879,14.362180560735178,-2.3792636046590734,-14.538031192220737,0,0.0
300000000,-10.038151146972384,0.7975549483839373,0.8389672610264156,-1.0663802469773114,0.17794831016330587,-1.743203886184177,14.482830709549278,-7.422921303301393,-13.943904704720293,0,0.0
333333333,-11.090060040442877,-0.060851103799543504,1.0615061816122506,-0.8989767554939052,0.7865886690405596,-1.545940601309679,10.739805127504663,-5.178295118248656,-11.578563348014146,0,0.0
366666666,-10.287411522589899,-0.3611860079942052,-0.48001701564798305,0.2884659801879219,0.36057581570303004,-1.6511689514142671,15.065393450471406,-4.675170669907281,-11.733293956900175,0,0.0
400000000,-10.519413727491981,0.07417214682065132,0.5503792048637698,-0.3336058134230949,0.6532899819096171,-2.0633441015429392,11.584891041829461,-7.978518985607015,-11.462086858675704,0,0.0
433333333,-11.378342283099,2.315350709046333,2.257579172528277,-0.7591082048782851,-0.21587310237692287,-1.5485016574105364,15.748248373416674,-6.454164073600545,-12.839690758716293,0,0.0
466666666,-9.308681369649388,1.9264152981025386,1.9681773098533362,-0.9665681930275712,-0.460670571645407,-1.4180075300187025,13.756121142940975,-7.494570968647856,-15.519450063188241,0,0.0
500000000,-11.306737818217309,-0.10602771415169376,2.325843645288752,-1.8896889201908367,0.5422889197088756,-1.3162858645222668,12.824018945152302,-3.6682976018048365,-13.503397688985885,0,0.0
533333333,-7.715078948419661,0.29313116613697804,0.9322427283076982,-1.2947924801842345,0.5085569090602113,-1.3693188906591351,13.345805805527396,-5.378758368142254,-12.45591492158012,0,0.0
566666666,-10.542262991318452,1.0073836650020378,-0.11490001772987779,-1.1655340934020657,0.5631179608756034,-1.1173825034047546,11.821968928314199,-7.43155497932019,-15.649621699041077,0,0.0
600000000,-9.275721597298425,-0.17216969887126354,0.8427830684679997,-0.846074836833007,0.5158486133334035,-0.9813580927517319,12.599932965347366,-5.521309283978045,-12.323718105510615,0,0.0
633333333,-10.699042672827998,0.8463558311357481,0.9854595905347813,-0.9483605960801776,0.8187440185167159,-1.6612848130230087,13.454580025134547,-3.0029697995573246,-14.461121079699902,0,0.0
666666666,-11.678590948936723,0.05039849645596006,1.285363073044617,-0.903192759021592,0.030030542371230096,-1.248215679779261,11.224508724901908,-7.901815965476377,-16.164310438010588,0,0.0
700000000,-11.64320199768433,2.264397635274433,0.5701879046877913,-0.35277178873902015,0.1946885024275127,-1.6023715225456496,14.015662318570733,-8.226527207923926,-12.007233183515106,0,0.0
733333333,-9.946865823450839,-0.20255026410369736,2.213879157691897,-1.0864314382913236,0.067558278424738,-1.4625766150642319,13.050626135526581,-8.110509785835413,-12.749154078517291,0,0.0
766666666,-9.500342702546593,-0.46174468700732374,2.3428872083530194,-1.03673860136617,0.02897823813587408,-1.333159303256119,12.556242799277015,-5.498993197586487,-13.8584318480843,0,0.0
800000000,-11.356011050396685,-1.5259999756118257,1.8038224077648188,-1.3444351743852379,0.5807638971934415,-1.3229973458893503,13.526644881185051,-4.4211920933541,-10.371580410956106,0,0.0
833333333,-8.967172369964167,-0.2359404809329806,0.6338442986758221,-1.4730110160865366,0.6289440019221519,-1.447910991331364,11.99843427337213,-4.722647563177287,-12.155007006912017,0,0.0
866666666,-10.839914650479047,0.3732136138058095,0.08704147006674856,-1.243420664092083,0.5204205876919036,-1.380455105124747,15.737942286786017,-3.0572866381103143,-16.97559572439524,0,0.0
900000000,-10.642446936587083,1.4725215225764536,2.598822444003524,-0.41207703824439545,-0.03588859391750754,-1.1002231559181572,13.403228490575584,-6.1784424880425854,-12.658529453014228,0,0.0
933333333,-10.919046106428873,3.7054390297977893,0.00687895988152043,-1.0026584747637426,0.03895610705509145,-1.9826114028107442,13.819412118549451,-5.186304460262058,-14.456443378542007,0,0.0
966666666,-8.154250699302644,-0.05412925747030861,1.150555531111614,-0.8396582014188603,0.7168623702020402,-1.7791498363640907,13.107057652722514,-5.155686928877545,-15.130344175948652,0,0.0
1000000000,-10.54342357034649,0.22339580003105147,2.1864321926451145,-0.6702752338498718,0.6121331443358412,-1.7922876580576201,11.312745739564265,-3.704435758358103,-12.737831735793089,0,0.0
1033333333,-11.545025058532257,1.4386246857503093,0.9629286676788625,-0.9359497156592989,0.41732348558694676,-1.8706285707366392,12.882841175954027,-6.942079854391838,-15.166484830924336,0,0.0
1066666666,-9.5700923017008,1.350792739830371,0.9043310511041887,-0.5459238542363481,-0.11340743406048276,-1.4957590036275568,12.79592928846931,-8.689806318793455,-16.085568603706918,0,0.0
1100000000,-10.353274147032586,0.6534311799183241,1.5754060476406346,-0.21652075497993606,-0.03481721243212832,-1.8128058922610892,13.860033513486744,-5.094196544029171,-13.137142935239522,0,0.0
1133333333,-10.594354888209718,0.7676960977934044,1.4620623339966752,-1.3485878555713897,0.03476427873291521,-1.23117680322025,14.427170227768007,-3.683641143369731,-10.834871633468431,0,0.0
1166666666,-9.678406141287342,0.9440213699534561,0.8404868004072942,-0.45808264791475084,0.3349603960196246,-1.6782441040842166,12.959946857571113,-4.148568792194123,-12.540660871288228,0,0.0
1200000000,-10.12308513018425,0.8808247704797343,0.5755528641440205,-0.7325305861292033,0.9551747751478881,-1.4518959203280155,12.397454060462598,-5.485694256100635,-15.002797286483641,0,0.0
1233333333,-10.62726418352686,2.291778017668902,2.0916514158024935,-0.8137181244285396,0.5147499692084372,-1.7045744903280438,13.714664849187281,-5.802961491260651,-15.956849081384316,0,0.0
1266666666,-9.890629905555766,1.472332783505437,1.5366865801464473,-0.9268102781150679,0.5362221875918599,-1.5628799820505828,12.237985876893843,-3.407617427909947,-17.0212522779154,0,0.0
1300000000,-12.13755104678334,2.1089440595963356,1.8230690575836932,-0.2431627155664985,0.20343752533670784,-1.556118984445506,13.31501456009164,-7.536144854764295,-20.284704064843538,0,0.0
1333333333,-10.107521258004697,1.2970916360126554,1.4776465330823072,-0.7820532718119957,0.35538321079819546,-2.0328345273418353,12.294293936499647,-6.068504763377498,-17.404453204501017,0,0.0
1366666666,-9.395884749911998,0.3154884689958144,0.9448388890257904,0.08768717344606602,0.4437329072401529,-1.38918949403018,13.527024793424253,-5.504466283246822,-14.2286079749374,0,0.0
1400000000,-10.251729800053171,0.3366030571228608,1.2593697178720829,-1.0175402376311142,0.25733557277791935,-1.5045474001304753,11.051792276388177,-8.86591219002665,-14.300556880149337,0,0.0
1433333333,-11.049662077604593,0.7450075436100669,0.5963396917812237,-1.08689452165309,0.9076265479432613,-1.750738694785599,12.472155084131671,-2.341093096729476,-16.943487282626563,0,0.0
1466666666,-10.857263328102245,-0.946674683460604,1.6068476051984253,-1.2949069776126088,0.664522452371394,-1.1225907098171006,11.49631750501917,-8.057776725448388,-12.51563743513216,0,0.0
1500000000,-7.771418188697125,0.6857747971188711,0.4402909931930824,-1.792056763784022,0.6417454538665872,-1.6273597279405263,14.511299978033144,-5.1399670127542425,-14.12315201133404,0,0.0
1533333333,-10.635565186865465,0.2601849955798765,1.0397808288340082,-0.8512925889803412,0.1572265203051853,-1.7485550506351897,12.504851984688154,-3.50657559755861,-16.681357914927954,0,0.0
1566666666,-11.77153360844683,0.9400583984105236,1.6078809127117786,-0.516674890991945,0.18508874732767988,-2.0509895182482385,13.291448002731288,-7.8239395015451265,-18.332211464215607,0,0.0
1600000000,-9.13682394248072,2.7117598052752947,1.0514860772876473,-0.8689194943238183,0.5631750188484894,-1.9595323719839595,12.185338209797072,-8.12545000094606,-13.436130962273445,0,0.0
1633333333,-11.59529436491025,1.4748421587883638,1.9605119572439125,0.20661684898115573,0.4045058570338249,-1.5961289737356217,12.678748840314908,-8.571164273358045,-11.07900068448649,0,0.0
1666666666,-10.554535552287794,-2.8073035861507067,1.4094860795004105,-0.28147245734279247,0.9467405623219491,-1.5793611875918159,13.617147931632402,-8.586967299262149,-11.293121946984252,0,0.0
1700000000,-9.843593637954111,1.4545366574275624,2.0083529824641406,-1.7691705084112634,0.6801460506621089,-1.3636285840949527,12.552043360389977,-5.881492973595803,-12.625295407756242,0,0.0
1733333333,-9.599318506205725,1.6736646360021887,1.4120882863518447,-1.3650603270852486,-0.23812962827551915,-1.1721115797489658,14.900312245472888,-7.414211028501586,-11.459405400627364,0,0.0
1766666666,-10.188059673359009,-0.7855694367657166,2.5769249207530667,-1.4969389772319,0.571670779306419,-1.1111885846285134,11.569959607501344,-3.73827414288578,-12.136826204112891,0,0.0
1800000000,-10.818398956741373,1.2478344171204374,1.0524553854095415,-0.11964617915711029,0.289035587387932,-0.9987325161874823,13.967611634756388,-7.01381009658209,-22.81559466664754,0,0.0
1833333333,-8.869867246231685,-0.42604172226713033,0.575952160930611,-0.6466295541282281,0.20018676876639438,-1.2820039006936326,15.19802632415636,-2.739769398590113,-14.543607796988658,0,0.0
1866666666,-7.644247369465447,0.4693070321594665,2.0544049786064367,-0.325214866140228,0.38740887987850875,-1.4609116956733013,14.430472154523233,-6.3833648853392075,-11.695035162488047,0,0.0
1900000000,-9.67576222250611,0.5637222768670416,1.3961131212043545,-1.615836376079191,0.8277052868407222,-1.5001611453057073,11.924794988582066,-6.285816606953258,-9.659193858696984,0,0.0
1933333333,-9.237975120851893,-0.6572651574511027,1.455537264897768,-0.3715028853370642,0.5496898859195821,-1.3857461420529624,13.92541861713086,-5.428851837180894,-17.538136277622336,0,0.0
1966666666,-8.012138202584113,-1.5580056383776215,2.1373186017127344,-0.5707900370593886,-0.20061581842695592,-1.614786955502855,12.64957838022033,-7.446449060774706,-20.13100622542024,0,0.0
2000000000,-9.883698532187049,0.6972422926675121,1.327436800129697,-1.1667147094216996,0.42060952033180976,-1.6031108266045178,11.62651203435687,-9.017892078035704,-16.162792015780862,0,0.0
2033333333,-9.868881600519773,-0.6817861407790099,1.1380554727207544,-1.1150135405639063,0.9919022450011408,-1.796689107036764,12.883138667103664,-4.326586664429227,-14.061943212505435,0,0.0
